Type,Department,Desk,EID,Hire Date,Job Title,Level,Direct Manager EID,Location,Gender,Total Years of Experince within EFG Hermes,2022 Performance Appraisal,2021 Performance Appraisal,2020 Performance Appraisal,2019 Performance Appraisal,2018 Performance Appraisal,2023 Promotions,2022 Promotions,2021 Promotions,2020 Promotions,2019 Promotions
Business Line,Brokerage,"Brokerage, GCC High Net Worth",568,1-Sep-05,Co-Head of Sales,Managing Director,963,Egypt - Head Office,Male,17 Year(s) 9 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Management",951,21-Aug-07,Head of UAE Brokerage,Managing Director,963,UAE - One Central,Male,15 Year(s) 9 Month(s) 29 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Management",2047,3-Apr-17,Head of Equities,Managing Director,963,Kenya - Nairobi,Male,6 Year(s) 2 Month(s) 17 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Management",2454,30-Aug-11,Chief Executive Officer,Managing Director,963,Nigeria - Lagos,Female,11 Year(s) 9 Month(s) 20 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Not Applicable,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",190,1-Oct-99,"Managing Director, Individual Retail Sales",Managing Director,2437,UAE - One Central,Male,23 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,Meets Expectations,,,Director - Managing Director: Mar 2021,,
Business Partner,Brokerage,"Brokerage, Office Management & Admin",483,30-Nov-04,Senior Executive Assistant,Senior Specialist,188,Egypt - Head Office,Female,18 Year(s) 6 Month(s) 20 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1528,1-Mar-10,Account Manager,Vice President,136,Egypt - Alex - Somouha,Male,13 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1560,9-May-10,Account Manager,Vice President,136,Egypt - Alex - Somouha,Male,13 Year(s) 1 Month(s) 11 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1609,16-Jun-10,Senior Account Manager,Vice President,136,Egypt - Alex - Somouha,Male,13 Year(s) 0 Month(s) 4 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Above Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1161,25-May-08,Senior Account Manager,Vice President,143,Egypt - Mansoura,Female,15 Year(s) 0 Month(s) 25 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Retail Contact Center",926,1-Jul-07,Customer Relations Manager,Vice President,169,Egypt - Head Office,Male,15 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Retail Contact Center",1332,2-Aug-09,Online Trading Manager,Vice President,169,Egypt - Head Office,Female,13 Year(s) 10 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Branches Management",2112,1-Oct-17,Branch Manager,Vice President,188,Egypt - Sohag,Male,5 Year(s) 8 Month(s) 19 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Meets Expectations ,Needs Development,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1592,20-Jun-10,Account Manager,Vice President,346,Egypt - Head Office,Male,13 Year(s) 0 Month(s) 0 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Needs Development ,Meets Expectations,,,Associate VP - Vice President: Mar 2021,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1821,1-May-14,Account Manager,Vice President,346,Egypt - Head Office,Male,9 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,Associate - Associate VP: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1822,1-May-14,Account Manager,Vice President,346,Egypt - Head Office,Male,9 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,Associate - Associate VP: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2057,1-May-17,Account Manager,Vice President,346,Egypt - Head Office,Male,6 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2498,2-Jan-20,Account Manager,Vice President,346,Egypt - Head Office,Male,3 Year(s) 5 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Above Expectations ,Hired 2019,Hired 2019,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1584,1-Jun-10,Senior Account Manager,Vice President,399,Egypt - Haram,Male,13 Year(s) 0 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1082,23-Mar-08,Account Manager,Vice President,409,Egypt - Nasr City,Male,15 Year(s) 2 Month(s) 27 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2140,3-Dec-17,Account Manager,Vice President,409,Egypt - Nasr City,Male,5 Year(s) 6 Month(s) 17 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Local Institutional Trading",1831,15-Jun-14,"Vice President, Local Institutional Trading",Vice President,445,Egypt - Head Office,Male,9 Year(s) 0 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,Associate VP - Vice President: Mar 2023,,,Associate - Associate VP:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",967,1-Oct-07,Account Manager,Vice President,556,Egypt - Mossadak,Male,15 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1529,1-Mar-10,Account Manager,Vice President,556,Egypt - Mossadak,Female,13 Year(s) 3 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations ,Meets Expectations ,Meets Expectations,,,Associate VP - Vice President: Mar 2021,,
Business Line,Brokerage,"Brokerage, Trading",801,10-Dec-06,"Vice President, Trading Desk",Vice President,563,Egypt - Head Office,Male,16 Year(s) 6 Month(s) 10 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",1078,2-Mar-08,"Vice President, Trading Desk",Vice President,563,Egypt - Head Office,Male,15 Year(s) 3 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Branches Followup",1163,25-May-08,"Vice President, Branches Follow Up",Vice President,572,Egypt - Head Office,Male,15 Year(s) 0 Month(s) 25 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Branches Followup",1380,1-Nov-09,"Vice President, Branches Follow Up",Vice President,572,Egypt - Head Office,Male,13 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1561,1-May-10,Account Manager,Vice President,576,Egypt - Maadi,Male,13 Year(s) 1 Month(s) 19 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Needs Development ,Meets Expectations,,,,,
Business Line,Brokerage,Brokerage,1829,1-Jun-14,"Vice President, Middle Office - Institutional Sales Trading",Vice President,631,UAE - One Central,Female,9 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expecations,Meets Expectations,,,Associate VP - Vice President: Jul 2021,,
Business Line,Brokerage,"Brokerage, Institutional Sales Trading",2333,14-Aug-18,"Vice President, Institutional Sales Trading",Vice President,631,KSA - Riyadh,Male,4 Year(s) 10 Month(s) 6 Day(s),Meets Expectations,Above Expectations,Needs Development,Meets Expectations,Hired 2018,,Associate VP - Vice President: Apr 2022,,,
Business Line,Brokerage,"Brokerage, Retail Contact Center",1035,13-Jan-08,Customer Relations Supervisor,Vice President,926,Egypt - Head Office,Female,15 Year(s) 5 Month(s) 7 Day(s),Meets Expectations,Meets Expectations,Unpaid Leave,Unpaid Leave,Unpaid Leave,Associate VP - Vice President: Mar 2023,,,,
Business Line,Brokerage,"Brokerage, Retail Contact Center",605,1-Nov-05,Call Center Supervisor,Vice President,981,Egypt - Head Office,Male,17 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Institutional Trading",995,18-Nov-07,"Vice President, Institutional Trading",Vice President,1106,UAE - One Central,Female,15 Year(s) 7 Month(s) 2 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Institutional Trading",1958,6-Mar-16,"Vice President, Institutional Trading",Vice President,1106,UAE - One Central,Female,7 Year(s) 3 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Local Trading",1408,14-Jul-96,Broker,Vice President,1388,Kuwait - Al Fahaheel,Male,26 Year(s) 11 Month(s) 6 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Local Trading",123,29-Jul-08,Trading Senior Manager,Vice President,1415,Kuwait - Head Office,Male,14 Year(s) 10 Month(s) 21 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Local Trading",1383,27-Sep-92,Customer Service Manager & Senior Broker,Vice President,1415,Kuwait - Head Office,Male,30 Year(s) 8 Month(s) 23 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Local Trading",1388,9-Mar-03,Branch Manager,Vice President,1415,Kuwait - Al Fahaheel,Male,20 Year(s) 3 Month(s) 11 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Meets Expectations ,Needs Development,,,,,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",1394,2-Jan-06,Broker,Vice President,1415,Kuwait - Head Office,Male,17 Year(s) 5 Month(s) 18 Day(s),Meets Expectations,Above Expectations,Meets Expectations ,Above Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",1402,6-Mar-95,Broker,Vice President,1415,Kuwait - Head Office,Male,28 Year(s) 3 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",1405,5-Jan-03,Broker,Vice President,1415,Kuwait - Head Office,Male,20 Year(s) 5 Month(s) 15 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",1409,9-Mar-02,Broker,Vice President,1415,Kuwait - Head Office,Male,21 Year(s) 3 Month(s) 11 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1616,1-May-09,Vice President,Vice President,1579,Jordan - Amman,Female,14 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Trading",2464,17-Dec-18,"Vice President, Trading Desk",Vice President,2053,Nigeria - Lagos,Male,4 Year(s) 6 Month(s) 3 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Not Applicable,,,Associate VP - Vice President: Mar 2021,,
Business Line,Brokerage,"Brokerage, Trading",2465,2-Nov-17,"Vice President, Trading Desk",Vice President,2053,Nigeria - Lagos,Male,5 Year(s) 7 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Not Applicable,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",453,1-Oct-21,Branch Sales Manager,Vice President,2259,Egypt - New Cairo,Male,1 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",622,20-Dec-05,Customer Service Senior Lead,Vice President,2259,Egypt - New Cairo,Male,17 Year(s) 6 Month(s) 0 Day(s),Meets Expectations,Meets Expectations,Above Expectations ,Meets Expectations ,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1233,17-Aug-08,Senior Account Manager,Vice President,2259,Egypt - New Cairo,Male,14 Year(s) 10 Month(s) 3 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2290,27-May-18,Account Manager,Vice President,2259,Egypt - New Cairo,Male,5 Year(s) 0 Month(s) 23 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Needs Development ,Needs Development,,Associate VP - Vice President: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Branches Management",2493,1-Jan-20,Branch Sales Manager,Vice President,2259,Egypt - New Cairo,Male,3 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Hired 2019,Hired 2019,,,,,
Business Line,Brokerage,"Brokerage, Local Institutional Trading",2179,30-Oct-06,"Vice President, Local Institutional Trading",Vice President,2360,Pakistan - Karachi,Male,16 Year(s) 7 Month(s) 20 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Local Institutional Trading",2185,10-Nov-15,"Vice President, Local Institutional Trading",Vice President,2360,Pakistan - Karachi,Male,7 Year(s) 7 Month(s) 10 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Local Institutional Trading",2187,4-Jul-16,"Vice President, Local Institutional Trading",Vice President,2360,Pakistan - Karachi,Male,6 Year(s) 11 Month(s) 16 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Needs Development,,,,,
Business Line,Brokerage,"Brokerage, Trading – Execution",2191,1-Mar-16,"Vice President, Trading Desk – Execution",Vice President,2360,Pakistan - Karachi,Male,7 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Trading – Execution",2192,8-Feb-17,"Vice President, Trading Desk – Execution",Vice President,2360,Pakistan - Karachi,Male,6 Year(s) 4 Month(s) 12 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Trading – Execution",2193,22-Jul-16,"Vice President, Trading Desk – Execution",Vice President,2360,Pakistan - Karachi,Male,6 Year(s) 10 Month(s) 28 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,,,,,
Business Line,Brokerage,"Brokerage, Customer Service",2219,17-Apr-06,"Vice President, Customer Service",Vice President,2360,Pakistan - Karachi,Male,17 Year(s) 2 Month(s) 3 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
